Node ID,Node Path,Query,Refinement Link
12898851,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Adhesives/Craft Glue Guns & Sticks/Glue Guns",item_type_keyword:arts-and-crafts-glue-guns,See all available refinements
12890771,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Adhesives/Fabric Adhesives",item_type_keyword:fabric-adhesives,See all available refinements
1068996,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Adhesives/Glue Sticks & Pens",item_type_keyword:glue-sticks,See all available refinements
300341,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Adhesives/Laminating Supplies",item_type_keyword:laminating-supplies,See all available refinements
8090816011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Adhesives/Mounting Boards",item_type_keyword:arts-and-crafts-mounting-boards,See all available refinements
3298712011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Brads",item_type_keyword:arts-and-crafts-brads,See all available refinements
8090818011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Craft Bells",item_type_keyword:craft-bells,See all available refinements
2933771011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Craft Foam",item_type_keyword:craft-foam,See all available refinements
8090822011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Craft Sticks",item_type_keyword:craft-sticks,See all available refinements
8090824011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cut Fibers",item_type_keyword:craft-cut-fibers,See all available refinements
12896551,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools",item_type_keyword:general-artists-cutting-tools,See all available refinements
12896561,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Art Knives & Blades",,See all available refinements
2933711011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Art Knives & Blades/Art Blades",item_type_keyword:art-knife-refill-blades,See all available refinements
2933710011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Art Knives & Blades/Art Knives",item_type_keyword:art-knives,See all available refinements
689393011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Craft Shears",item_type_keyword:craft-shears,See all available refinements
262643011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Cutting Mats",item_type_keyword:craft-cutting-mats,See all available refinements
12896601,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Glass Cutting Tools",item_type_keyword:glass-cutting-tools,See all available refinements
12896611,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Mat Cutters & Blades",,See all available refinements
2933715011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Mat Cutters & Blades/Mat Cutter Blades",item_type_keyword:mat-cutter-refill-blades,See all available refinements
2933714011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Mat Cutters & Blades/Mat Cutters",item_type_keyword:mat-cutters,See all available refinements
490584011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Paper Trimmers",item_type_keyword:paper-trimmers,See all available refinements
490588011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Paper Trimmers/Rotary Trimmers",item_type_keyword:rotary-paper-trimmers,See all available refinements
490589011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Paper Trimmers/Stack & Guillotine Trimmers",item_type_keyword:stack-paper-trimmers,See all available refinements
490590011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Paper Trimmers/Trimmer Blades",item_type_keyword:paper-trimmer-refill-blades,See all available refinements
262718011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Rotary Cutters",item_type_keyword:rotary-cutters,See all available refinements
689392011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Scissors",item_type_keyword:scissors,See all available refinements
7756216011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Face Painting",item_type_keyword:face-painting-supplies,See all available refinements
8090826011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Feathers & Boas",item_type_keyword:craft-feathers-and-boas,See all available refinements
3298704011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Glitter",item_type_keyword:arts-and-crafts-glitter,See all available refinements
3298705011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Gold & Metal Leaf",item_type_keyword:arts-and-crafts-gold-leaf,See all available refinements
8090828011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Macrame & Knotting",item_type_keyword:macrame-and-knotting-supplies,See all available refinements
8090830011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Pipe Cleaners",item_type_keyword:craft-pipe-cleaners,See all available refinements
8090832011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Plastic Lace",item_type_keyword:craft-plastic-lace,See all available refinements
23473525011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Pom Poms",item_type_keyword:craft-pom-poms,See all available refinements
13399701,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Spray Paint",item_type_keyword:spray-paints,See all available refinements
8090834011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Wiggle Eyes",item_type_keyword:craft-wiggle-eyes,See all available refinements
262606011,"Arts, Crafts & Sewing/Crafting/Doll Making",item_type_keyword:doll-making-supplies,See all available refinements
8090840011,"Arts, Crafts & Sewing/Crafting/Doll Making/Clothes & Accessories",item_type_keyword:doll-making-clothes-and-accessories,See all available refinements
8090842011,"Arts, Crafts & Sewing/Crafting/Doll Making/Eyes",item_type_keyword:doll-making-eyes,See all available refinements
8090844011,"Arts, Crafts & Sewing/Crafting/Doll Making/Hair",item_type_keyword:doll-making-hair,See all available refinements
8090848011,"Arts, Crafts & Sewing/Crafting/Doll Making/Kits",item_type_keyword:doll-making-kits,See all available refinements
8090850011,"Arts, Crafts & Sewing/Crafting/Doll Making/Patterns",item_type_keyword:doll-making-patterns,See all available refinements
262607011,"Arts, Crafts & Sewing/Crafting/Floral Arranging",item_type_keyword:floral-arranging-supplies,See all available refinements
8090852011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Accents & Embellishments",item_type_keyword:floral-arranging-accents-and-embellishments,See all available refinements
8090858011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Floral Foam",item_type_keyword:floral-foam,See all available refinements
8090862011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Floral Moss",item_type_keyword:floral-moss,See all available refinements
8090854011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Floral Picks",item_type_keyword:floral-picks,See all available refinements
8090856011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Floral Tapes & Wraps",item_type_keyword:floral-tapes-and-wraps,See all available refinements
8090860011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Frogs & Kenzans",item_type_keyword:floral-arranging-frogs-and-kenzans,See all available refinements
8090864011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Styrofoam Forms",item_type_keyword:floral-arranging-styrofoam-forms,See all available refinements
8149151011,"Arts, Crafts & Sewing/Crafting/Floral Arranging/Vase Fillers",item_type_keyword:vase-fillers,See all available refinements
12897111,"Arts, Crafts & Sewing/Crafting/Leathercraft",item_type_keyword:leathercraft-supplies,See all available refinements
12897121,"Arts, Crafts & Sewing/Crafting/Leathercraft/Lacing Needles",item_type_keyword:leathercraft-lacing-needles,See all available refinements
8090866011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leather Cord & Lacing",item_type_keyword:leather-cord-and-lacing,See all available refinements
12897151,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leather Strips, Shapes, & Scraps",,See all available refinements
689397011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leather Strips, Shapes, & Scraps/Scraps",item_type_keyword:leather-scraps,See all available refinements
689396011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leather Strips, Shapes, & Scraps/Shapes",item_type_keyword:leather-shapes,See all available refinements
689395011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leather Strips, Shapes, & Scraps/Strips",item_type_keyword:leather-strips,See all available refinements
12897141,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leathercraft Accessories",item_type_keyword:leathercraft-accessories,See all available refinements
8090868011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leathercraft Kits",item_type_keyword:leathercraft-kits,See all available refinements
8090870011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leathercraft Patterns",item_type_keyword:leathercraft-patterns,See all available refinements
8090872011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Leathercraft Rivets",item_type_keyword:leathercraft-rivets,See all available refinements
12897161,"Arts, Crafts & Sewing/Crafting/Leathercraft/Stamping & Punching",,See all available refinements
2933719011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Stamping & Punching/Punching",item_type_keyword:leathercraft-punching-equipment,See all available refinements
2933718011,"Arts, Crafts & Sewing/Crafting/Leathercraft/Stamping & Punching/Stamping",item_type_keyword:leathercraft-stamping-equipment,See all available refinements
262611011,"Arts, Crafts & Sewing/Crafting/Mosaic Making",item_type_keyword:mosaic-making-supplies,See all available refinements
23542710011,"Arts, Crafts & Sewing/Crafting/Mosaic Making/Diamond Painting Kits & Accessories",item_type_keyword:diamond-painting-supplies,See all available refinements
23542712011,"Arts, Crafts & Sewing/Crafting/Mosaic Making/Diamond Painting Kits & Accessories/Diamond Painting Kits",item_type_keyword:diamond-painting-kits,See all available refinements
23542713011,"Arts, Crafts & Sewing/Crafting/Mosaic Making/Diamond Painting Kits & Accessories/Tools & Accessories",item_type_keyword:diamond-painting-tools-and-accessories,See all available refinements
23542711011,"Arts, Crafts & Sewing/Crafting/Mosaic Making/Mosaic Tiles",item_type_keyword:mosaic-tiles,See all available refinements
12897981,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts",item_type_keyword:paper-craft-supplies,See all available refinements
12897991,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Bookbinding",item_type_keyword:bookbinding-supplies,See all available refinements
490656011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Bookbinding/Bookbinding Tape",item_type_keyword:bookbinding-tapes,See all available refinements
3298707011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Card Making Kits",item_type_keyword:card-making-kits,See all available refinements
262673011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Decoupage",item_type_keyword:decoupage-supplies,See all available refinements
12896671,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Drawing & Lettering Aids",item_type_keyword:artists-drawing-aids,See all available refinements
12898461,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Embossing",item_type_keyword:embossing-supplies,See all available refinements
12898471,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Embossing/Accessories",item_type_keyword:embossing-accessories,See all available refinements
12898481,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Embossing/Embossers",item_type_keyword:embossers,See all available refinements
7756224011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Embossing/Embossing Folders",item_type_keyword:scrapbooking-embossing-folders,See all available refinements
12898491,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Embossing/Tools & Tool Sets",,See all available refinements
2933743011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Embossing/Tools & Tool Sets/Tool Sets",item_type_keyword:embossing-tool-sets,See all available refinements
2933742011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Embossing/Tools & Tool Sets/Tools",item_type_keyword:embossing-tools,See all available refinements
12898111,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper",item_type_keyword:art-paper-products,See all available refinements
2933722011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Art Tissue",item_type_keyword:art-paper-tissue,See all available refinements
490730011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Art Tissue & Crepe Paper",,See all available refinements
2933723011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Art Tissue & Crepe Paper/Crepe Paper",item_type_keyword:crepe-paper,See all available refinements
262674011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Card Stock",item_type_keyword:card-stock,See all available refinements
723456011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Cellophane Wrap",item_type_keyword:gift-wrap-cellophane,See all available refinements
12898141,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Construction Paper",item_type_keyword:construction-paper,See all available refinements
12898151,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Decorative Paper",item_type_keyword:decorative-paper,See all available refinements
490736011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Kraft Paper",item_type_keyword:kraft-paper,See all available refinements
8090712011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Metallic Paper & Foil",,See all available refinements
8090874011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Metallic Paper & Foil/Foil",item_type_keyword:arts-and-crafts-metal-foil,See all available refinements
12898181,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Metallic Paper & Foil/Metallic Paper",item_type_keyword:metallic-paper,See all available refinements
12898191,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Multimedia Surfaces",item_type_keyword:multimedia-surface-paper,See all available refinements
12898211,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Origami Paper",item_type_keyword:origami-paper,See all available refinements
8090876011,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Paper Ribbon & Raffia",item_type_keyword:paper-ribbon-and-raffia,See all available refinements
12898221,"Arts, Crafts & Sewing/Crafting/Paper & Paper Crafts/Paper/Parchment",item_type_keyword:parchment-paper,See all available refinements
